link,price,currency,type,beds,baths,area,location,down_payment,plan_type
https://www.bayut.eg/en/property/details-501116802.html,"11,100,000",EGP,Villa,5.0,5.0,212 Sq. M.,"Sarai, Mostakbal City, Cairo","EGP 3,400,000",Off-Plan
https://www.bayut.eg/en/property/details-501116392.html,"7,800,000",EGP,Apartment,3.0,2.0,165 Sq. M.,"Mountain View iCity Compound, 6th of October, Giza","EGP 6,200,000",
https://www.bayut.eg/en/property/details-501115681.html,"7,177,000",EGP,iVilla,3.0,3.0,180 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo","EGP 6,925,000",Off-Plan
https://www.bayut.eg/en/property/details-501114019.html,"17,000,000",EGP,Townhouse,4.0,4.0,270 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501113326.html,"17,962,000",EGP,Townhouse,3.0,4.0,224 Sq. M.,"Palm Hills New Cairo Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501111984.html,"5,850,000",EGP,Apartment,3.0,2.0,133 Sq. M.,"Madinaty, Cairo",,
https://www.bayut.eg/en/property/details-501110764.html,"6,555,000",EGP,Apartment,3.0,3.0,150 Sq. M.,"Mountain View iCity Compound, 6th of October, Giza","EGP 6,300,000",
https://www.bayut.eg/en/property/details-501110545.html,"11,000,000",EGP,Apartment,3.0,3.0,170 Sq. M.,"Galleria Moon Valley Compound, New Cairo, Cairo","EGP 1,100,000",
https://www.bayut.eg/en/property/details-501105960.html,"12,532,449",EGP,Townhouse,3.0,3.0,377 Sq. M.,"Al Maqsad, New Capital City, Cairo","EGP 7,064,578",
https://www.bayut.eg/en/property/details-501174288.html,"15,983,000",EGP,Villa,4.0,3.0,236 Sq. M.,"Noor City, New Capital City, Cairo","EGP 1,600,000",Off-Plan
https://www.bayut.eg/en/property/details-501172519.html,"39,500,000",EGP,Twin House,3.0,3.0,302 Sq. M.,"Uptown Cairo, Mokattam, Cairo","EGP 26,946,000",
https://www.bayut.eg/en/property/details-501172205.html,"15,000,000",EGP,Townhouse,6.0,5.0,320 Sq. M.,"Etapa Compound, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501166164.html,"17,273,854",EGP,Townhouse,3.0,3.0,165 Sq. M.,"Azha, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501152685.html,"9,900,000",EGP,Apartment,3.0,3.0,153 Sq. M.,"Karma Kay Compound, Sheikh Zayed, Giza","EGP 1,240,000",Off-Plan
https://www.bayut.eg/en/property/details-501152605.html,"1,550,000",EGP,Apartment,3.0,2.0,134 Sq. M.,"Hadayek October, Giza",,
https://www.bayut.eg/en/property/details-501150966.html,"10,851,000",EGP,Townhouse,3.0,4.0,200 Sq. M.,"Swan Lake West, Sheikh Zayed, Giza","EGP 854,000",
https://www.bayut.eg/en/property/details-501149861.html,"4,965,000",EGP,Townhouse,3.0,4.0,206 Sq. M.,"Sheikh Zayed, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501149347.html,"3,750,000",EGP,Villa,3.0,3.0,575 Sq. M.,"Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501142737.html,"20,000,000",EGP,Duplex,5.0,3.0,233 Sq. M.,"Ivoire East Compound, New Cairo, Cairo","EGP 1,000,000",Off-Plan
https://www.bayut.eg/en/property/details-501138250.html,"15,000,000",EGP,Chalet,3.0,2.0,150 Sq. M.,"La Vista Gardens, Ain Sukhna, Suez","EGP 3,000,000",
https://www.bayut.eg/en/property/details-501135465.html,"4,000,000",EGP,Townhouse,3.0,3.0,203 Sq. M.,"Keeva Compound, 6th of October, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501134812.html,"4,500,000",EGP,Townhouse,3.0,3.0,180 Sq. M.,"Rivers Compound, Sheikh Zayed, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501132914.html,"12,060,000",EGP,Apartment,4.0,3.0,286 Sq. M.,"Murooj, Smoha, Alexandria","EGP 6,030,000",
https://www.bayut.eg/en/property/details-501131642.html,"53,000,000",EGP,Villa,5.0,7.0,385 Sq. M.,"Palm Hills New Cairo Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501131195.html,"17,221,000",EGP,Apartment,2.0,2.0,129 Sq. M.,"The Estates Compound, Sheikh Zayed, Giza","EGP 861,050",Off-Plan
https://www.bayut.eg/en/property/details-501125200.html,"4,180,746",EGP,Apartment,1.0,1.0,77 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 1,414,300",
https://www.bayut.eg/en/property/details-501122832.html,"15,000,000",EGP,Villa,4.0,4.0,252 Sq. M.,"Zayard Compound, Sheikh Zayed, Giza","EGP 1,500,000",Off-Plan
https://www.bayut.eg/en/property/details-501122575.html,"25,035,000",EGP,Apartment,5.0,4.0,218 Sq. M.,"Pyramids Hills Compound, 6th of October, Giza","EGP 7,753,333",
https://www.bayut.eg/en/property/details-501121900.html,"25,250,000",EGP,Apartment,4.0,4.0,222 Sq. M.,"Pyramids Hills Compound, 6th of October, Giza","EGP 7,820,833",
https://www.bayut.eg/en/property/details-501120622.html,"14,500,000",EGP,Apartment,3.0,4.0,225 Sq. M.,"Joya Compound, 6th of October, Giza","EGP 3,632,000",
https://www.bayut.eg/en/property/details-501118242.html,"6,800,000",EGP,Apartment,3.0,3.0,167 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501115194.html,"1,800,000",EGP,Chalet,3.0,3.0,180 Sq. M.,"Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501114460.html,"21,500,000",EGP,Villa,3.0,4.0,120 Sq. M.,"Ramla, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501114370.html,"12,700,000",EGP,Chalet,3.0,4.0,170 Sq. M.,"Amwaj, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501111782.html,"6,700,000",EGP,Apartment,4.0,2.0,210 Sq. M.,"One Kattameya, Katameya, Cairo",,
https://www.bayut.eg/en/property/details-501111413.html,"9,000,000",EGP,Duplex,4.0,4.0,210 Sq. M.,"El Khamayel Compound, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501109842.html,"23,700,000",EGP,Apartment,3.0,3.0,268 Sq. M.,"Lake view Residence Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501107986.html,"32,000,000",EGP,Villa,5.0,5.0,240 Sq. M.,"District 5 Compound Compound, New Cairo, Cairo","EGP 3,000,000",Off-Plan
https://www.bayut.eg/en/property/details-501105802.html,"6,765,000",EGP,Apartment,3.0,3.0,163 Sq. M.,"Mountain View Hyde Park Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501102301.html,"19,000,000",EGP,Duplex,4.0,3.0,287 Sq. M.,"Amorada Compound, New Cairo, Cairo","EGP 9,800,000",
https://www.bayut.eg/en/property/details-501102297.html,"14,000,000",EGP,Duplex,4.0,3.0,209 Sq. M.,"Amorada Compound, New Cairo, Cairo","EGP 6,800,000",
https://www.bayut.eg/en/property/details-501102277.html,"11,800,000",EGP,Apartment,4.0,3.0,221 Sq. M.,"Amorada Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501102273.html,"11,850,000",EGP,Apartment,3.0,3.0,201 Sq. M.,"Amorada Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501100064.html,"7,740,000",EGP,Apartment,3.0,3.0,265 Sq. M.,"Swan Lake Residences, New Cairo, Cairo","EGP 774,000",Off-Plan
https://www.bayut.eg/en/property/details-501096055.html,"45,000,000",EGP,Twin House,3.0,5.0,340 Sq. M.,"Mivida Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501090034.html,"14,465,000",EGP,Apartment,3.0,2.0,178 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 1,446,000",
https://www.bayut.eg/en/property/details-501090001.html,"14,304,000",EGP,Apartment,3.0,2.0,139 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo","EGP 1,430,000",
https://www.bayut.eg/en/property/details-501090001.html,"14,304,000",EGP,Apartment,3.0,2.0,139 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo","EGP 1,430,000",
https://www.bayut.eg/en/property/details-501090000.html,"12,582,000",EGP,Apartment,3.0,2.0,159 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo","EGP 1,258,000",
https://www.bayut.eg/en/property/details-501177357.html,"18,000,000",EGP,Townhouse,5.0,6.0,248 Sq. M.,"The Butterfly, Mostakbal City, Cairo","EGP 900,000",Off-Plan
https://www.bayut.eg/en/property/details-501176287.html,"9,400,000",EGP,Apartment,3.0,3.0,160 Sq. M.,"Murooj, Smoha, Alexandria","EGP 1,800,000",
https://www.bayut.eg/en/property/details-501174067.html,"36,000,000",EGP,Villa,5.0,4.0,700 Sq. M.,"Rehab City Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501171749.html,"4,230,000",EGP,Apartment,2.0,2.0,114 Sq. M.,"IL Bosco, New Capital City, Cairo",,
https://www.bayut.eg/en/property/details-501165373.html,"4,900,000",EGP,Apartment,3.0,2.0,109 Sq. M.,"Madinaty, Cairo","EGP 1,890,000",Off-Plan
https://www.bayut.eg/en/property/details-501150519.html,"4,000,000",EGP,Apartment,2.0,2.0,120 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 1,000,000",
https://www.bayut.eg/en/property/details-501149952.html,"4,000,000",EGP,Apartment,4.0,3.0,158 Sq. M.,"VYE Sodic Compound, Sheikh Zayed, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501149772.html,"6,250,000",EGP,Apartment,3.0,2.0,140 Sq. M.,"Madinaty, Cairo",,
https://www.bayut.eg/en/property/details-501149209.html,"11,000,000",EGP,Apartment,3.0,3.0,180 Sq. M.,"Al Burouj, Shorouk City, Cairo","EGP 550,000",
https://www.bayut.eg/en/property/details-501148380.html,"11,100,000",EGP,Apartment,3.0,3.0,170 Sq. M.,"Palm Parks Compound, 6th of October, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501143414.html,"5,521,000",EGP,Apartment,2.0,1.0,110 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 2,935,000",
https://www.bayut.eg/en/property/details-501137782.html,"13,900,000",EGP,Twin House,4.0,3.0,330 Sq. M.,"Karma Gates Compound, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501137308.html,"3,000,000",EGP,Villa,4.0,4.0,395 Sq. M.,"IL Monte Galala, Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501134601.html,"5,950,000",EGP,Apartment,3.0,2.0,115 Sq. M.,"New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501133763.html,"3,900,000",EGP,Apartment,3.0,2.0,160 Sq. M.,"El Lotus, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501128732.html,"17,000,000",EGP,Apartment,3.0,2.0,160 Sq. M.,"Fifth Square Compound, New Cairo, Cairo","EGP 4,250,000",
https://www.bayut.eg/en/property/details-501125505.html,"9,800,000",EGP,Apartment,3.0,3.0,145 Sq. M.,"Club Hills Residence, 6th of October, Giza","EGP 980,000",Off-Plan
https://www.bayut.eg/en/property/details-501125504.html,"10,000,000",EGP,Apartment,3.0,3.0,148 Sq. M.,"Club Hills Residence, 6th of October, Giza","EGP 1,000,000",Off-Plan
https://www.bayut.eg/en/property/details-501125361.html,"49,000,000",EGP,Villa,4.0,6.0,"1,200 Sq. M.","Beverly Hills Compound, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501122086.html,"4,200,000",EGP,Villa,4.0,4.0,292 Sq. M.,"Noor City, New Capital City, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501121546.html,"47,000,000",EGP,Villa,3.0,2.0,"1,000 Sq. M.","Hadayek 6th of October, Hadayek October, Giza",,
https://www.bayut.eg/en/property/details-501119979.html,"10,000,000",EGP,Duplex,4.0,3.0,256 Sq. M.,"Maadi View, Shorouk City, Cairo",,
https://www.bayut.eg/en/property/details-501116179.html,"14,000,000",EGP,Apartment,3.0,3.0,190 Sq. M.,"Villette Compound, New Cairo, Cairo","EGP 13,690,000",
https://www.bayut.eg/en/property/details-501115862.html,"6,500,000",EGP,Apartment,4.0,4.0,203 Sq. M.,"Latin District, Alamein, Matruh","EGP 3,814,850",
https://www.bayut.eg/en/property/details-501115108.html,"24,000,000",EGP,Twin House,4.0,5.0,520 Sq. M.,"Mountain View Hyde Park Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501115049.html,"10,500,000",EGP,Apartment,2.0,2.0,150 Sq. M.,"Ever west Compound, Sheikh Zayed, Giza","EGP 1,050,000",Off-Plan
https://www.bayut.eg/en/property/details-501114128.html,"7,488,742",EGP,Duplex,3.0,3.0,160 Sq. M.,"Sarai, Mostakbal City, Cairo","EGP 2,300,000",Off-Plan
https://www.bayut.eg/en/property/details-501113798.html,"12,800,000",EGP,Townhouse,3.0,3.0,185 Sq. M.,"Kingsway, 6th of October, Giza","EGP 640,000",Off-Plan
https://www.bayut.eg/en/property/details-501113052.html,"10,300,000",EGP,Apartment,2.0,2.0,125 Sq. M.,"Village West Compound, Sheikh Zayed, Giza","EGP 2,275,000",Off-Plan
https://www.bayut.eg/en/property/details-501112237.html,"7,540,000",EGP,Apartment,2.0,2.0,106 Sq. M.,"De Joya Compound, Sheikh Zayed, Giza","EGP 2,511,700",
https://www.bayut.eg/en/property/details-501111643.html,"8,700,000",EGP,Villa,5.0,5.0,206 Sq. M.,"Sarai, Mostakbal City, Cairo",,
https://www.bayut.eg/en/property/details-501110812.html,"7,810,600",EGP,Apartment,3.0,2.0,140 Sq. M.,"Katameya Dunes Compound, New Cairo, Cairo","EGP 1,562,000",
https://www.bayut.eg/en/property/details-501109199.html,"10,000,000",EGP,Apartment,2.0,2.0,128 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 1,000,000",
https://www.bayut.eg/en/property/details-501109200.html,"9,000,000",EGP,Apartment,2.0,2.0,128 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 900,000",
https://www.bayut.eg/en/property/details-501108801.html,"1,600,000",EGP,Chalet,2.0,2.0,112 Sq. M.,"Hurghada, Red Sea",,
https://www.bayut.eg/en/property/details-501107196.html,"3,500,000",EGP,Penthouse,4.0,4.0,220 Sq. M.,"Stone Park Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501106778.html,"8,500,000",EGP,Villa,4.0,4.0,239 Sq. M.,"Sarai, Mostakbal City, Cairo",,
https://www.bayut.eg/en/property/details-501106744.html,"3,500,000",EGP,Chalet,2.0,2.0,112 Sq. M.,"Fouka Bay, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501106629.html,"4,000,000",EGP,Apartment,3.0,3.0,135 Sq. M.,"Haptown, Mostakbal City, Cairo",,
https://www.bayut.eg/en/property/details-501104908.html,"15,010,101",EGP,Apartment,3.0,2.0,164 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 7,505,000",
https://www.bayut.eg/en/property/details-501185306.html,"4,200,000",EGP,Apartment,3.0,3.0,177 Sq. M.,"El Lotus, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501164858.html,"9,250,000",EGP,Apartment,3.0,4.0,206 Sq. M.,"Palm Hills New Cairo Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501158067.html,"6,800,000",EGP,Apartment,2.0,1.0,103 Sq. M.,"Celia, New Capital City, Cairo","EGP 850,000",Off-Plan
https://www.bayut.eg/en/property/details-501155560.html,"15,500,000",EGP,Apartment,3.0,3.0,185 Sq. M.,"Fifth Square Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501154606.html,"15,250,000",EGP,Townhouse,4.0,4.0,300 Sq. M.,"5th Settlement, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501153383.html,"18,000,000",EGP,Penthouse,5.0,4.0,275 Sq. M.,"North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501150058.html,"1,600,000",EGP,Apartment,3.0,2.0,134 Sq. M.,"Hadayek 6th of October, Hadayek October, Giza",,
https://www.bayut.eg/en/property/details-501149804.html,"5,000,000",EGP,Apartment,3.0,2.0,230 Sq. M.,"Nasr City, Cairo",,
https://www.bayut.eg/en/property/details-501149782.html,"3,890,000",EGP,Apartment,3.0,3.0,149 Sq. M.,"Golden Park, Obour City, Cairo","EGP 390,000",Off-Plan
https://www.bayut.eg/en/property/details-501149472.html,"5,000,000",EGP,Villa,4.0,5.0,229 Sq. M.,"Solana, Sheikh Zayed, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501149447.html,"2,500,000",EGP,Apartment,3.0,2.0,136 Sq. M.,"New Andalous, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501147991.html,"6,500,000",EGP,Apartment,3.0,3.0,195 Sq. M.,"Kafr Abdo, Alexandria",,
https://www.bayut.eg/en/property/details-501146844.html,"35,000,000",EGP,Townhouse,3.0,3.0,210 Sq. M.,"Solana east, New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501146323.html,"4,100,000",EGP,Apartment,2.0,2.0,138 Sq. M.,"Maadi View, Shorouk City, Cairo","EGP 3,750,000",
https://www.bayut.eg/en/property/details-501144063.html,"14,000,000",EGP,Apartment,3.0,3.0,172 Sq. M.,"Mountain View Hyde Park Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501143515.html,"4,500,000",EGP,Apartment,3.0,3.0,169 Sq. M.,"Sarai, Mostakbal City, Cairo",,
https://www.bayut.eg/en/property/details-501143322.html,"50,000,000",EGP,Villa,5.0,5.0,"1,000 Sq. M.","Jeera Compound, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501141225.html,"11,121,000",EGP,Apartment,2.0,2.0,"1,000 Sq. M.","Privado, Madinaty, Cairo","EGP 3,100,000",
https://www.bayut.eg/en/property/details-501139979.html,"13,210,000",EGP,Apartment,3.0,3.0,190 Sq. M.,"Villette Compound, New Cairo, Cairo","EGP 12,900,000",
https://www.bayut.eg/en/property/details-501136518.html,"10,000,000",EGP,Duplex,3.0,3.0,175 Sq. M.,"Al Burouj, Shorouk City, Cairo",,
https://www.bayut.eg/en/property/details-501132480.html,"5,000,000",EGP,Apartment,3.0,3.0,198 Sq. M.,"Allegria, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501132413.html,"3,900,000",EGP,Apartment,3.0,3.0,205 Sq. M.,"Beverly Hills Compound, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501132145.html,"4,200,000",EGP,Twin House,4.0,3.0,300 Sq. M.,"Sun Capital, Hadayek October, Giza",,
https://www.bayut.eg/en/property/details-501127907.html,"5,000,000",EGP,Apartment,3.0,2.0,162 Sq. M.,"Shorouk City, Cairo","EGP 500,000",Off-Plan
https://www.bayut.eg/en/property/details-501127869.html,"4,200,000",EGP,Apartment,3.0,2.0,147 Sq. M.,"Palm Capital, Shorouk City, Cairo","EGP 620,000",Off-Plan
https://www.bayut.eg/en/property/details-501125749.html,"4,000,000",EGP,Apartment,3.0,3.0,168 Sq. M.,"Green Square, Mostakbal City, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501125559.html,"8,700,000",EGP,Apartment,3.0,2.0,202 Sq. M.,"Smoha, Alexandria",,
https://www.bayut.eg/en/property/details-501124402.html,"5,800,000",EGP,Apartment,2.0,2.0,100 Sq. M.,"Madinaty, Cairo","EGP 2,750,000",
https://www.bayut.eg/en/property/details-501124376.html,"10,700,000",EGP,Apartment,3.0,3.0,186 Sq. M.,"Levels By Dunes Compound, Sheikh Zayed, Giza","EGP 1,070,000",Off-Plan
https://www.bayut.eg/en/property/details-501123300.html,"5,000,000",EGP,Apartment,3.0,2.0,215 Sq. M.,"Nasr City, Cairo",,
https://www.bayut.eg/en/property/details-501123300.html,"5,000,000",EGP,Apartment,3.0,2.0,215 Sq. M.,"Nasr City, Cairo",,
https://www.bayut.eg/en/property/details-501122038.html,"2,850,000",EGP,Villa,4.0,4.0,259 Sq. M.,"Noor City, New Capital City, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501121322.html,"13,025,000",EGP,Twin House,3.0,4.0,190 Sq. M.,"Sarai, Mostakbal City, Cairo","EGP 10,000,000",
https://www.bayut.eg/en/property/details-501119739.html,"2,450,000",EGP,Apartment,3.0,2.0,165 Sq. M.,"Tanta, Gharbia",,
https://www.bayut.eg/en/property/details-501118140.html,"6,500,000",EGP,Apartment,2.0,2.0,150 Sq. M.,"El Lotus, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501118088.html,"6,500,000",EGP,Apartment,3.0,2.0,168 Sq. M.,"The Square Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501115742.html,"57,200,000",EGP,Villa,5.0,6.0,385 Sq. M.,"Palm Hills New Cairo Compound, New Cairo, Cairo","EGP 54,000,000",
https://www.bayut.eg/en/property/details-501114253.html,"17,700,000",EGP,Apartment,3.0,3.0,190 Sq. M.,"90 Avenue Compound, New Cairo, Cairo","EGP 1,700,000",
https://www.bayut.eg/en/property/details-501114014.html,"35,000,000",EGP,Villa,4.0,2.0,400 Sq. M.,"Golden Heights Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501113974.html,"15,067,500",EGP,Apartment,2.0,2.0,120 Sq. M.,"Belle Vie Compound, Sheikh Zayed, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501111371.html,"45,000,000",EGP,Villa,4.0,4.0,302 Sq. M.,"De Joya Compound, Sheikh Zayed, Giza","EGP 2,250,000",Off-Plan
https://www.bayut.eg/en/property/details-501111090.html,"5,293,000",EGP,Apartment,2.0,2.0,124 Sq. M.,"Cairo Gate, Sheikh Zayed, Giza","EGP 530,000",Off-Plan
https://www.bayut.eg/en/property/details-501110848.html,"3,400,000",EGP,Duplex,4.0,3.0,215 Sq. M.,"5th Settlement, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501110500.html,"6,000,000",EGP,Villa,5.0,5.0,270 Sq. M.,"El Khamayel Compound, Sheikh Zayed, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501109289.html,"2,780,000",EGP,Apartment,3.0,1.0,130 Sq. M.,"Glim, Alexandria",,
https://www.bayut.eg/en/property/details-501107966.html,"15,500,000",EGP,Apartment,3.0,2.0,230 Sq. M.,"Katameya Plaza Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501103709.html,"7,000,000",EGP,Apartment,3.0,3.0,220 Sq. M.,"Laurent, Alexandria",,
https://www.bayut.eg/en/property/details-501102326.html,"7,265,000",EGP,Apartment,3.0,3.0,136 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 1,252,500",Off-Plan
https://www.bayut.eg/en/property/details-501099392.html,"6,500,000",EGP,Apartment,2.0,2.0,120 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 800,000",Off-Plan
https://www.bayut.eg/en/property/details-501098963.html,"4,500,000",EGP,Chalet,3.0,3.0,180 Sq. M.,"La Vista Gardens, Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501187168.html,"2,800,000",EGP,Apartment,3.0,2.0,140 Sq. M.,"New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501184653.html,"4,500,000",EGP,Apartment,2.0,2.0,110 Sq. M.,"The Icon Residence Compound, New Cairo, Cairo","EGP 450,000",Off-Plan
https://www.bayut.eg/en/property/details-501182779.html,"2,000,000",EGP,Apartment,2.0,2.0,130 Sq. M.,"Garden Hills Compound, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501181415.html,"56,000,000",EGP,Villa,5.0,4.0,590 Sq. M.,"Mivida Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501098963.html,"4,500,000",EGP,Chalet,3.0,3.0,180 Sq. M.,"La Vista Gardens, Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501187168.html,"2,800,000",EGP,Apartment,3.0,2.0,140 Sq. M.,"New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501184653.html,"4,500,000",EGP,Apartment,2.0,2.0,110 Sq. M.,"The Icon Residence Compound, New Cairo, Cairo","EGP 450,000",Off-Plan
https://www.bayut.eg/en/property/details-501182779.html,"2,000,000",EGP,Apartment,2.0,2.0,130 Sq. M.,"Garden Hills Compound, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501181415.html,"56,000,000",EGP,Villa,5.0,4.0,590 Sq. M.,"Mivida Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501152829.html,"6,750,000",EGP,Apartment,3.0,3.0,222 Sq. M.,"6th of October, Giza",,
https://www.bayut.eg/en/property/details-501151756.html,"9,788,750",EGP,Apartment,3.0,2.0,185 Sq. M.,"Hyde Park New Cairo Compound, New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501150811.html,"8,370,000",EGP,Villa,3.0,3.0,175 Sq. M.,"IL Monte Galala, Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501148488.html,"9,000,000",EGP,Apartment,3.0,3.0,150 Sq. M.,"O West Compound, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501148202.html,"11,783,720",EGP,Apartment,3.0,3.0,142 Sq. M.,"VYE Sodic Compound, Sheikh Zayed, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501141742.html,"3,600,000",EGP,Apartment,3.0,2.0,175 Sq. M.,"Nasr City, Cairo",,
https://www.bayut.eg/en/property/details-501137693.html,"30,470,000",EGP,Townhouse,4.0,3.0,219 Sq. M.,"Sodic East, New Heliopolis, Cairo","EGP 3,100,000",Off-Plan
https://www.bayut.eg/en/property/details-501137120.html,"6,000,000",EGP,Villa,2.0,2.0,120 Sq. M.,"The MarQ Compound, New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501134631.html,"21,498,000",EGP,Apartment,2.0,2.0,144 Sq. M.,"ZED West Compound, Sheikh Zayed, Giza","EGP 2,149,800",Off-Plan
https://www.bayut.eg/en/property/details-501128830.html,"24,800,000",EGP,Townhouse,4.0,4.0,243 Sq. M.,"Jeera Compound, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501127604.html,"6,300,000",EGP,Apartment,3.0,2.0,137 Sq. M.,"Madinaty, Cairo",,
https://www.bayut.eg/en/property/details-501126620.html,"3,400,000",EGP,Apartment,2.0,2.0,124 Sq. M.,"Sun Capital, Hadayek October, Giza",,
https://www.bayut.eg/en/property/details-501125025.html,"6,525,000",EGP,Apartment,3.0,3.0,145 Sq. M.,"Dokki, Giza",,
https://www.bayut.eg/en/property/details-501124624.html,"9,000,000",EGP,Apartment,4.0,3.0,285 Sq. M.,"Laurent, Alexandria",,
https://www.bayut.eg/en/property/details-501123939.html,"5,200,000",EGP,Apartment,3.0,2.0,177 Sq. M.,"Smoha, Alexandria",,
https://www.bayut.eg/en/property/details-501123354.html,"12,205,000",EGP,Apartment,2.0,2.0,163 Sq. M.,"Karma Kay Compound, Sheikh Zayed, Giza","EGP 1,830,750",Off-Plan
https://www.bayut.eg/en/property/details-501121070.html,"6,700,000",EGP,Apartment,3.0,2.0,136 Sq. M.,"Rehab City Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501119229.html,"9,845,081",EGP,Apartment,2.0,2.0,145 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza",,Off-Plan
https://www.bayut.eg/en/property/details-501117699.html,"11,736,250",EGP,Apartment,3.0,2.0,154 Sq. M.,"O West Compound, 6th of October, Giza","EGP 5,286,250",Off-Plan
https://www.bayut.eg/en/property/details-501109560.html,"7,100,000",EGP,Apartment,2.0,2.0,105 Sq. M.,"Al Burouj, Shorouk City, Cairo","EGP 310,000",
